as_of,location,target,target_end_date,observation
2025-10-15,triad-area,Flu ED visits pct,2020-02-15,5.73
2025-10-15,triad-area,Flu ED visits pct,2020-02-22,5.69
2025-10-15,triad-area,Flu ED visits pct,2020-02-29,5.06
2025-10-15,triad-area,Flu ED visits pct,2020-03-07,4.48
2025-10-15,triad-area,Flu ED visits pct,2020-03-14,3.91
2025-10-15,triad-area,Flu ED visits pct,2020-03-21,2.18
2025-10-15,triad-area,Flu ED visits pct,2020-03-28,0.83
2025-10-15,triad-area,Flu ED visits pct,2020-04-04,0.44
2025-10-15,triad-area,Flu ED visits pct,2020-04-11,0.21
2025-10-15,triad-area,Flu ED visits pct,2020-04-18,0.07
2025-10-15,triad-area,Flu ED visits pct,2020-04-25,0.09
2025-10-15,triad-area,Flu ED visits pct,2020-05-02,0.16
2025-10-15,triad-area,Flu ED visits pct,2020-05-09,0.06
2025-10-15,triad-area,Flu ED visits pct,2020-05-16,0.05
2025-10-15,triad-area,Flu ED visits pct,2020-05-23,0.16
2025-10-15,triad-area,Flu ED visits pct,2020-05-30,0.09
2025-10-15,triad-area,Flu ED visits pct,2020-06-06,0.04
2025-10-15,triad-area,Flu ED visits pct,2020-06-13,0.06
2025-10-15,triad-area,Flu ED visits pct,2020-06-20,0.05
2025-10-15,triad-area,Flu ED visits pct,2020-06-27,0.12
2025-10-15,triad-area,Flu ED visits pct,2020-07-04,0.05
2025-10-15,triad-area,Flu ED visits pct,2020-07-11,0.03
2025-10-15,triad-area,Flu ED visits pct,2020-07-18,0.09
2025-10-15,triad-area,Flu ED visits pct,2020-07-25,0.07
2025-10-15,triad-area,Flu ED visits pct,2020-08-01,0.04
2025-10-15,triad-area,Flu ED visits pct,2020-08-08,0.04
2025-10-15,triad-area,Flu ED visits pct,2020-08-15,0.02
2025-10-15,triad-area,Flu ED visits pct,2020-08-22,0.05
2025-10-15,triad-area,Flu ED visits pct,2020-08-29,0.03
2025-10-15,triad-area,Flu ED visits pct,2020-09-05,0
2025-10-15,triad-area,Flu ED visits pct,2020-09-12,0.01
2025-10-15,triad-area,Flu ED visits pct,2020-09-19,0.06
2025-10-15,triad-area,Flu ED visits pct,2020-09-26,0.05
2025-10-15,triad-area,Flu ED visits pct,2020-10-03,0.04
2025-10-15,triad-area,Flu ED visits pct,2020-10-10,0.11
2025-10-15,triad-area,Flu ED visits pct,2020-10-17,0.11
2025-10-15,triad-area,Flu ED visits pct,2020-10-24,0.14
2025-10-15,triad-area,Flu ED visits pct,2020-10-31,0.1
2025-10-15,triad-area,Flu ED visits pct,2020-11-07,0.11
2025-10-15,triad-area,Flu ED visits pct,2020-11-14,0.13
2025-10-15,triad-area,Flu ED visits pct,2020-11-21,0.15
2025-10-15,triad-area,Flu ED visits pct,2020-11-28,0.15
2025-10-15,triad-area,Flu ED visits pct,2020-12-05,0.07
2025-10-15,triad-area,Flu ED visits pct,2020-12-12,0.21
2025-10-15,triad-area,Flu ED visits pct,2020-12-19,0.07
2025-10-15,triad-area,Flu ED visits pct,2020-12-26,0.09
2025-10-15,triad-area,Flu ED visits pct,2021-01-02,0.13
2025-10-15,triad-area,Flu ED visits pct,2021-01-09,0.12
2025-10-15,triad-area,Flu ED visits pct,2021-01-16,0.06
2025-10-15,triad-area,Flu ED visits pct,2021-01-23,0.15
2025-10-15,triad-area,Flu ED visits pct,2021-01-30,0.07
2025-10-15,triad-area,Flu ED visits pct,2021-02-06,0.03
2025-10-15,triad-area,Flu ED visits pct,2021-02-13,0.08
2025-10-15,triad-area,Flu ED visits pct,2021-02-20,0.08
2025-10-15,triad-area,Flu ED visits pct,2021-02-27,0.09
2025-10-15,triad-area,Flu ED visits pct,2021-03-06,0.03
2025-10-15,triad-area,Flu ED visits pct,2021-03-13,0.08
2025-10-15,triad-area,Flu ED visits pct,2021-03-20,0.06
2025-10-15,triad-area,Flu ED visits pct,2021-03-27,0.05
2025-10-15,triad-area,Flu ED visits pct,2021-04-03,0.08
2025-10-15,triad-area,Flu ED visits pct,2021-04-10,0.01
2025-10-15,triad-area,Flu ED visits pct,2021-04-17,0.03
2025-10-15,triad-area,Flu ED visits pct,2021-04-24,0.03
2025-10-15,triad-area,Flu ED visits pct,2021-05-01,0.04
2025-10-15,triad-area,Flu ED visits pct,2021-05-08,0.04
2025-10-15,triad-area,Flu ED visits pct,2021-05-15,0.08
2025-10-15,triad-area,Flu ED visits pct,2021-05-22,0.05
2025-10-15,triad-area,Flu ED visits pct,2021-05-29,0.02
2025-10-15,triad-area,Flu ED visits pct,2021-06-05,0.02
2025-10-15,triad-area,Flu ED visits pct,2021-06-12,0.01
2025-10-15,triad-area,Flu ED visits pct,2021-06-19,0.03
2025-10-15,triad-area,Flu ED visits pct,2021-06-26,0.09
2025-10-15,triad-area,Flu ED visits pct,2021-07-03,0.02
2025-10-15,triad-area,Flu ED visits pct,2021-07-10,0.05
2025-10-15,triad-area,Flu ED visits pct,2021-07-17,0.06
2025-10-15,triad-area,Flu ED visits pct,2021-07-24,0.11
2025-10-15,triad-area,Flu ED visits pct,2021-07-31,0.06
2025-10-15,triad-area,Flu ED visits pct,2021-08-07,0.07
2025-10-15,triad-area,Flu ED visits pct,2021-08-14,0.12
2025-10-15,triad-area,Flu ED visits pct,2021-08-21,0.07
2025-10-15,triad-area,Flu ED visits pct,2021-08-28,0.05
2025-10-15,triad-area,Flu ED visits pct,2021-09-04,0.09
2025-10-15,triad-area,Flu ED visits pct,2021-09-11,0.06
2025-10-15,triad-area,Flu ED visits pct,2021-09-18,0.06
2025-10-15,triad-area,Flu ED visits pct,2021-09-25,0.07
2025-10-15,triad-area,Flu ED visits pct,2021-10-02,0.08
2025-10-15,triad-area,Flu ED visits pct,2021-10-09,0.08
2025-10-15,triad-area,Flu ED visits pct,2021-10-16,0.05
2025-10-15,triad-area,Flu ED visits pct,2021-10-23,0.05
2025-10-15,triad-area,Flu ED visits pct,2021-10-30,0.03
2025-10-15,triad-area,Flu ED visits pct,2021-11-06,0.11
2025-10-15,triad-area,Flu ED visits pct,2021-11-13,0.11
2025-10-15,triad-area,Flu ED visits pct,2021-11-20,0.13
2025-10-15,triad-area,Flu ED visits pct,2021-11-27,0.26
2025-10-15,triad-area,Flu ED visits pct,2021-12-04,0.46
2025-10-15,triad-area,Flu ED visits pct,2021-12-11,0.62
2025-10-15,triad-area,Flu ED visits pct,2021-12-18,0.75
2025-10-15,triad-area,Flu ED visits pct,2021-12-25,0.85
2025-10-15,triad-area,Flu ED visits pct,2022-01-01,0.7
2025-10-15,triad-area,Flu ED visits pct,2022-01-08,0.39
2025-10-15,triad-area,Flu ED visits pct,2022-01-15,0.31
2025-10-15,triad-area,Flu ED visits pct,2022-01-22,0.26
2025-10-15,triad-area,Flu ED visits pct,2022-01-29,0.14
2025-10-15,triad-area,Flu ED visits pct,2022-02-05,0.24
2025-10-15,triad-area,Flu ED visits pct,2022-02-12,0.21
2025-10-15,triad-area,Flu ED visits pct,2022-02-19,0.24
2025-10-15,triad-area,Flu ED visits pct,2022-02-26,0.28
2025-10-15,triad-area,Flu ED visits pct,2022-03-05,0.18
2025-10-15,triad-area,Flu ED visits pct,2022-03-12,0.43
2025-10-15,triad-area,Flu ED visits pct,2022-03-19,0.27
2025-10-15,triad-area,Flu ED visits pct,2022-03-26,0.46
2025-10-15,triad-area,Flu ED visits pct,2022-04-02,0.69
2025-10-15,triad-area,Flu ED visits pct,2022-04-09,1.17
2025-10-15,triad-area,Flu ED visits pct,2022-04-16,1.12
2025-10-15,triad-area,Flu ED visits pct,2022-04-23,1.39
2025-10-15,triad-area,Flu ED visits pct,2022-04-30,0.98
2025-10-15,triad-area,Flu ED visits pct,2022-05-07,1.04
2025-10-15,triad-area,Flu ED visits pct,2022-05-14,1.13
2025-10-15,triad-area,Flu ED visits pct,2022-05-21,0.92
2025-10-15,triad-area,Flu ED visits pct,2022-05-28,0.67
2025-10-15,triad-area,Flu ED visits pct,2022-06-04,0.69
2025-10-15,triad-area,Flu ED visits pct,2022-06-11,0.46
2025-10-15,triad-area,Flu ED visits pct,2022-06-18,0.39
2025-10-15,triad-area,Flu ED visits pct,2022-06-25,0.38
2025-10-15,triad-area,Flu ED visits pct,2022-07-02,0.3
2025-10-15,triad-area,Flu ED visits pct,2022-07-09,0.25
2025-10-15,triad-area,Flu ED visits pct,2022-07-16,0.14
2025-10-15,triad-area,Flu ED visits pct,2022-07-23,0.25
2025-10-15,triad-area,Flu ED visits pct,2022-07-30,0.12
2025-10-15,triad-area,Flu ED visits pct,2022-08-06,0.1
2025-10-15,triad-area,Flu ED visits pct,2022-08-13,0.18
2025-10-15,triad-area,Flu ED visits pct,2022-08-20,0.13
2025-10-15,triad-area,Flu ED visits pct,2022-08-27,0.12
2025-10-15,triad-area,Flu ED visits pct,2022-09-03,0.1
2025-10-15,triad-area,Flu ED visits pct,2022-09-10,0.16
2025-10-15,triad-area,Flu ED visits pct,2022-09-17,0.21
2025-10-15,triad-area,Flu ED visits pct,2022-09-24,0.19
2025-10-15,triad-area,Flu ED visits pct,2022-10-01,0.42
2025-10-15,triad-area,Flu ED visits pct,2022-10-08,0.55
2025-10-15,triad-area,Flu ED visits pct,2022-10-15,0.94
2025-10-15,triad-area,Flu ED visits pct,2022-10-22,2.18
2025-10-15,triad-area,Flu ED visits pct,2022-10-29,6.54
2025-10-15,triad-area,Flu ED visits pct,2022-11-05,10.26
2025-10-15,triad-area,Flu ED visits pct,2022-11-12,9.27
2025-10-15,triad-area,Flu ED visits pct,2022-11-19,8.24
2025-10-15,triad-area,Flu ED visits pct,2022-11-26,11.22
2025-10-15,triad-area,Flu ED visits pct,2022-12-03,10.18
2025-10-15,triad-area,Flu ED visits pct,2022-12-10,6.46
2025-10-15,triad-area,Flu ED visits pct,2022-12-17,5.12
2025-10-15,triad-area,Flu ED visits pct,2022-12-24,4.18
2025-10-15,triad-area,Flu ED visits pct,2022-12-31,3.74
2025-10-15,triad-area,Flu ED visits pct,2023-01-07,2.1
2025-10-15,triad-area,Flu ED visits pct,2023-01-14,1.24
2025-10-15,triad-area,Flu ED visits pct,2023-01-21,0.94
2025-10-15,triad-area,Flu ED visits pct,2023-01-28,0.74
2025-10-15,triad-area,Flu ED visits pct,2023-02-04,0.7
2025-10-15,triad-area,Flu ED visits pct,2023-02-11,0.68
2025-10-15,triad-area,Flu ED visits pct,2023-02-18,0.46
2025-10-15,triad-area,Flu ED visits pct,2023-02-25,0.39
2025-10-15,triad-area,Flu ED visits pct,2023-03-04,0.3
2025-10-15,triad-area,Flu ED visits pct,2023-03-11,0.23
2025-10-15,triad-area,Flu ED visits pct,2023-03-18,0.28
2025-10-15,triad-area,Flu ED visits pct,2023-03-25,0.35
2025-10-15,triad-area,Flu ED visits pct,2023-04-01,0.31
2025-10-15,triad-area,Flu ED visits pct,2023-04-08,0.37
2025-10-15,triad-area,Flu ED visits pct,2023-04-15,0.3
2025-10-15,triad-area,Flu ED visits pct,2023-04-22,0.17
2025-10-15,triad-area,Flu ED visits pct,2023-04-29,0.1
2025-10-15,triad-area,Flu ED visits pct,2023-05-06,0.17
2025-10-15,triad-area,Flu ED visits pct,2023-05-13,0.19
2025-10-15,triad-area,Flu ED visits pct,2023-05-20,0.17
2025-10-15,triad-area,Flu ED visits pct,2023-05-27,0.14
2025-10-15,triad-area,Flu ED visits pct,2023-06-03,0.17
2025-10-15,triad-area,Flu ED visits pct,2023-06-10,0.24
2025-10-15,triad-area,Flu ED visits pct,2023-06-17,0.18
2025-10-15,triad-area,Flu ED visits pct,2023-06-24,0.25
2025-10-15,triad-area,Flu ED visits pct,2023-07-01,0.2
2025-10-15,triad-area,Flu ED visits pct,2023-07-08,0.1
2025-10-15,triad-area,Flu ED visits pct,2023-07-15,0.12
2025-10-15,triad-area,Flu ED visits pct,2023-07-22,0.12
2025-10-15,triad-area,Flu ED visits pct,2023-07-29,0.12
2025-10-15,triad-area,Flu ED visits pct,2023-08-05,0.09
2025-10-15,triad-area,Flu ED visits pct,2023-08-12,0.11
2025-10-15,triad-area,Flu ED visits pct,2023-08-19,0.14
2025-10-15,triad-area,Flu ED visits pct,2023-08-26,0.13
2025-10-15,triad-area,Flu ED visits pct,2023-09-02,0.14
2025-10-15,triad-area,Flu ED visits pct,2023-09-09,0.2
2025-10-15,triad-area,Flu ED visits pct,2023-09-16,0.21
2025-10-15,triad-area,Flu ED visits pct,2023-09-23,0.34
2025-10-15,triad-area,Flu ED visits pct,2023-09-30,0.3
2025-10-15,triad-area,Flu ED visits pct,2023-10-07,0.19
2025-10-15,triad-area,Flu ED visits pct,2023-10-14,0.26
2025-10-15,triad-area,Flu ED visits pct,2023-10-21,0.37
2025-10-15,triad-area,Flu ED visits pct,2023-10-28,0.46
2025-10-15,triad-area,Flu ED visits pct,2023-11-04,0.52
2025-10-15,triad-area,Flu ED visits pct,2023-11-11,1.06
2025-10-15,triad-area,Flu ED visits pct,2023-11-18,1.04
2025-10-15,triad-area,Flu ED visits pct,2023-11-25,1.78
2025-10-15,triad-area,Flu ED visits pct,2023-12-02,2.81
2025-10-15,triad-area,Flu ED visits pct,2023-12-09,4.36
2025-10-15,triad-area,Flu ED visits pct,2023-12-16,6.95
2025-10-15,triad-area,Flu ED visits pct,2023-12-23,11.32
2025-10-15,triad-area,Flu ED visits pct,2023-12-30,13.8
2025-10-15,triad-area,Flu ED visits pct,2024-01-06,9.22
2025-10-15,triad-area,Flu ED visits pct,2024-01-13,6.5
2025-10-15,triad-area,Flu ED visits pct,2024-01-20,4.82
2025-10-15,triad-area,Flu ED visits pct,2024-01-27,5.02
2025-10-15,triad-area,Flu ED visits pct,2024-02-03,4.16
2025-10-15,triad-area,Flu ED visits pct,2024-02-10,3.71
2025-10-15,triad-area,Flu ED visits pct,2024-02-17,3.51
2025-10-15,triad-area,Flu ED visits pct,2024-02-24,3.09
2025-10-15,triad-area,Flu ED visits pct,2024-03-02,2.53
2025-10-15,triad-area,Flu ED visits pct,2024-03-09,2.01
2025-10-15,triad-area,Flu ED visits pct,2024-03-16,1.32
2025-10-15,triad-area,Flu ED visits pct,2024-03-23,1.08
2025-10-15,triad-area,Flu ED visits pct,2024-03-30,1.2
2025-10-15,triad-area,Flu ED visits pct,2024-04-06,0.91
2025-10-15,triad-area,Flu ED visits pct,2024-04-13,0.46
2025-10-15,triad-area,Flu ED visits pct,2024-04-20,0.4
2025-10-15,triad-area,Flu ED visits pct,2024-04-27,0.3
2025-10-15,triad-area,Flu ED visits pct,2024-05-04,0.29
2025-10-15,triad-area,Flu ED visits pct,2024-05-11,0.16
2025-10-15,triad-area,Flu ED visits pct,2024-05-18,0.29
2025-10-15,triad-area,Flu ED visits pct,2024-05-25,0.21
2025-10-15,triad-area,Flu ED visits pct,2024-06-01,0.22
2025-10-15,triad-area,Flu ED visits pct,2024-06-08,0.17
2025-10-15,triad-area,Flu ED visits pct,2024-06-15,0.14
2025-10-15,triad-area,Flu ED visits pct,2024-06-22,0.14
2025-10-15,triad-area,Flu ED visits pct,2024-06-29,0.3
2025-10-15,triad-area,Flu ED visits pct,2024-07-06,0.14
2025-10-15,triad-area,Flu ED visits pct,2024-07-13,0.14
2025-10-15,triad-area,Flu ED visits pct,2024-07-20,0.18
2025-10-15,triad-area,Flu ED visits pct,2024-07-27,0.16
2025-10-15,triad-area,Flu ED visits pct,2024-08-03,0.29
2025-10-15,triad-area,Flu ED visits pct,2024-08-10,0.26
2025-10-15,triad-area,Flu ED visits pct,2024-08-17,0.31
2025-10-15,triad-area,Flu ED visits pct,2024-08-24,0.32
2025-10-15,triad-area,Flu ED visits pct,2024-08-31,0.32
2025-10-15,triad-area,Flu ED visits pct,2024-09-07,0.32
2025-10-15,triad-area,Flu ED visits pct,2024-09-14,0.39
2025-10-15,triad-area,Flu ED visits pct,2024-09-21,0.37
2025-10-15,triad-area,Flu ED visits pct,2024-09-28,0.37
2025-10-15,triad-area,Flu ED visits pct,2024-10-05,0.28
2025-10-15,triad-area,Flu ED visits pct,2024-10-12,0.27
2025-10-15,triad-area,Flu ED visits pct,2024-10-19,0.39
2025-10-15,triad-area,Flu ED visits pct,2024-10-26,0.39
2025-10-15,triad-area,Flu ED visits pct,2024-11-02,0.34
2025-10-15,triad-area,Flu ED visits pct,2024-11-09,0.54
2025-10-15,triad-area,Flu ED visits pct,2024-11-16,0.43
2025-10-15,triad-area,Flu ED visits pct,2024-11-23,0.5
2025-10-15,triad-area,Flu ED visits pct,2024-11-30,0.65
2025-10-15,triad-area,Flu ED visits pct,2024-12-07,0.93
2025-10-15,triad-area,Flu ED visits pct,2024-12-14,1.22
2025-10-15,triad-area,Flu ED visits pct,2024-12-21,2.36
2025-10-15,triad-area,Flu ED visits pct,2024-12-28,4.26
2025-10-15,triad-area,Flu ED visits pct,2025-01-04,4.61
2025-10-15,triad-area,Flu ED visits pct,2025-01-11,4.27
2025-10-15,triad-area,Flu ED visits pct,2025-01-18,6.02
2025-10-15,triad-area,Flu ED visits pct,2025-01-25,9.03
2025-10-15,triad-area,Flu ED visits pct,2025-02-01,13.1
2025-10-15,triad-area,Flu ED visits pct,2025-02-08,15.52
2025-10-15,triad-area,Flu ED visits pct,2025-02-15,12.75
2025-10-15,triad-area,Flu ED visits pct,2025-02-22,9.29
2025-10-15,triad-area,Flu ED visits pct,2025-03-01,6.2
2025-10-15,triad-area,Flu ED visits pct,2025-03-08,5.71
2025-10-15,triad-area,Flu ED visits pct,2025-03-15,4.34
2025-10-15,triad-area,Flu ED visits pct,2025-03-22,3.04
2025-10-15,triad-area,Flu ED visits pct,2025-03-29,1.75
2025-10-15,triad-area,Flu ED visits pct,2025-04-05,1.23
2025-10-15,triad-area,Flu ED visits pct,2025-04-12,0.82
2025-10-15,triad-area,Flu ED visits pct,2025-04-19,0.64
2025-10-15,triad-area,Flu ED visits pct,2025-04-26,0.35
2025-10-15,triad-area,Flu ED visits pct,2025-05-03,0.45
2025-10-15,triad-area,Flu ED visits pct,2025-05-10,0.39
2025-10-15,triad-area,Flu ED visits pct,2025-05-17,0.31
2025-10-15,triad-area,Flu ED visits pct,2025-05-24,0.26
2025-10-15,triad-area,Flu ED visits pct,2025-05-31,0.23
2025-10-15,triad-area,Flu ED visits pct,2025-06-07,0.25
2025-10-15,triad-area,Flu ED visits pct,2025-06-14,0.21
2025-10-15,triad-area,Flu ED visits pct,2025-06-21,0.18
2025-10-15,triad-area,Flu ED visits pct,2025-06-28,0.16
2025-10-15,triad-area,Flu ED visits pct,2025-07-05,0.16
2025-10-15,triad-area,Flu ED visits pct,2025-07-12,0.22
2025-10-15,triad-area,Flu ED visits pct,2025-07-19,0.18
2025-10-15,triad-area,Flu ED visits pct,2025-07-26,0.16
2025-10-15,triad-area,Flu ED visits pct,2025-08-02,0.2
2025-10-15,triad-area,Flu ED visits pct,2025-08-09,0.22
2025-10-15,triad-area,Flu ED visits pct,2025-08-16,0.31
2025-10-15,triad-area,Flu ED visits pct,2025-08-23,0.3
2025-10-15,triad-area,Flu ED visits pct,2025-08-30,0.33
2025-10-15,triad-area,Flu ED visits pct,2025-09-06,0.65
2025-10-15,triad-area,Flu ED visits pct,2025-09-13,0.5
2025-10-15,triad-area,Flu ED visits pct,2025-09-20,0.54
2025-10-15,triad-area,Flu ED visits pct,2025-09-27,0.32
2025-10-15,triad-area,Flu ED visits pct,2025-10-04,0.41
2025-10-15,triad-area,Flu ED visits pct,2025-10-11,0.38
2025-10-15,wnc,Flu ED visits pct,2009-01-10,0.02
2025-10-15,wnc,Flu ED visits pct,2009-01-17,0.04
2025-10-15,wnc,Flu ED visits pct,2009-01-24,0.06
2025-10-15,wnc,Flu ED visits pct,2009-01-31,0.11
2025-10-15,wnc,Flu ED visits pct,2009-02-07,0.22
2025-10-15,wnc,Flu ED visits pct,2009-02-14,0.51
2025-10-15,wnc,Flu ED visits pct,2009-02-21,0.73
2025-10-15,wnc,Flu ED visits pct,2009-02-28,1.13
2025-10-15,wnc,Flu ED visits pct,2009-03-07,1.31
2025-10-15,wnc,Flu ED visits pct,2009-03-14,1.12
2025-10-15,wnc,Flu ED visits pct,2009-03-21,0.6
2025-10-15,wnc,Flu ED visits pct,2009-03-28,0.35
2025-10-15,wnc,Flu ED visits pct,2009-04-04,0.25
2025-10-15,wnc,Flu ED visits pct,2009-04-11,0.1
2025-10-15,wnc,Flu ED visits pct,2009-04-18,0.05
2025-10-15,wnc,Flu ED visits pct,2009-04-25,0.06
2025-10-15,wnc,Flu ED visits pct,2009-05-02,0.15
2025-10-15,wnc,Flu ED visits pct,2009-05-09,0.07
2025-10-15,wnc,Flu ED visits pct,2009-05-16,0.06
2025-10-15,wnc,Flu ED visits pct,2009-05-23,0.06
2025-10-15,wnc,Flu ED visits pct,2009-05-30,0.01
2025-10-15,wnc,Flu ED visits pct,2009-06-06,0.03
2025-10-15,wnc,Flu ED visits pct,2009-06-13,0.03
2025-10-15,wnc,Flu ED visits pct,2009-06-20,0.05
2025-10-15,wnc,Flu ED visits pct,2009-06-27,0.06
2025-10-15,wnc,Flu ED visits pct,2009-07-04,0.06
2025-10-15,wnc,Flu ED visits pct,2009-07-11,0.05
2025-10-15,wnc,Flu ED visits pct,2009-07-18,0.06
2025-10-15,wnc,Flu ED visits pct,2009-07-25,0.1
2025-10-15,wnc,Flu ED visits pct,2009-08-01,0.19
2025-10-15,wnc,Flu ED visits pct,2009-08-08,0.21
2025-10-15,wnc,Flu ED visits pct,2009-08-15,0.12
2025-10-15,wnc,Flu ED visits pct,2009-08-22,0.05
2025-10-15,wnc,Flu ED visits pct,2009-08-29,0.16
2025-10-15,wnc,Flu ED visits pct,2009-09-05,0.26
2025-10-15,wnc,Flu ED visits pct,2009-09-12,0.56
2025-10-15,wnc,Flu ED visits pct,2009-09-19,0.95
2025-10-15,wnc,Flu ED visits pct,2009-09-26,1.66
2025-10-15,wnc,Flu ED visits pct,2009-10-03,2.65
2025-10-15,wnc,Flu ED visits pct,2009-10-10,3.61
2025-10-15,wnc,Flu ED visits pct,2009-10-17,3.94
2025-10-15,wnc,Flu ED visits pct,2009-10-24,4.4
2025-10-15,wnc,Flu ED visits pct,2009-10-31,3.12
2025-10-15,wnc,Flu ED visits pct,2009-11-07,2.29
2025-10-15,wnc,Flu ED visits pct,2009-11-14,1.59
2025-10-15,wnc,Flu ED visits pct,2009-11-21,0.94
2025-10-15,wnc,Flu ED visits pct,2009-11-28,0.54
2025-10-15,wnc,Flu ED visits pct,2009-12-05,0.49
2025-10-15,wnc,Flu ED visits pct,2009-12-12,0.43
2025-10-15,wnc,Flu ED visits pct,2009-12-19,0.3
2025-10-15,wnc,Flu ED visits pct,2009-12-26,0.24
2025-10-15,wnc,Flu ED visits pct,2010-01-02,0.14
2025-10-15,wnc,Flu ED visits pct,2010-01-09,0.25
2025-10-15,wnc,Flu ED visits pct,2010-01-16,0.14
2025-10-15,wnc,Flu ED visits pct,2010-01-23,0.12
2025-10-15,wnc,Flu ED visits pct,2010-01-30,0.06
2025-10-15,wnc,Flu ED visits pct,2010-02-06,0.05
2025-10-15,wnc,Flu ED visits pct,2010-02-13,0.08
2025-10-15,wnc,Flu ED visits pct,2010-02-20,0.04
2025-10-15,wnc,Flu ED visits pct,2010-02-27,0.11
2025-10-15,wnc,Flu ED visits pct,2010-03-06,0.1
2025-10-15,wnc,Flu ED visits pct,2010-03-13,0.07
2025-10-15,wnc,Flu ED visits pct,2010-03-20,0.12
2025-10-15,wnc,Flu ED visits pct,2010-03-27,0.05
2025-10-15,wnc,Flu ED visits pct,2010-04-03,0.04
2025-10-15,wnc,Flu ED visits pct,2010-04-10,0.01
2025-10-15,wnc,Flu ED visits pct,2010-04-17,0.02
2025-10-15,wnc,Flu ED visits pct,2010-04-24,0.01
2025-10-15,wnc,Flu ED visits pct,2010-05-01,0.01
2025-10-15,wnc,Flu ED visits pct,2010-05-08,0
2025-10-15,wnc,Flu ED visits pct,2010-05-15,0.01
2025-10-15,wnc,Flu ED visits pct,2010-05-22,0.03
2025-10-15,wnc,Flu ED visits pct,2010-05-29,0
2025-10-15,wnc,Flu ED visits pct,2010-06-05,0
2025-10-15,wnc,Flu ED visits pct,2010-06-12,0
2025-10-15,wnc,Flu ED visits pct,2010-06-19,0
2025-10-15,wnc,Flu ED visits pct,2010-06-26,0.01
2025-10-15,wnc,Flu ED visits pct,2010-07-03,0.01
2025-10-15,wnc,Flu ED visits pct,2010-07-10,0
2025-10-15,wnc,Flu ED visits pct,2010-07-17,0
2025-10-15,wnc,Flu ED visits pct,2010-07-24,0
2025-10-15,wnc,Flu ED visits pct,2010-07-31,0
2025-10-15,wnc,Flu ED visits pct,2010-08-07,0
2025-10-15,wnc,Flu ED visits pct,2010-08-14,0
2025-10-15,wnc,Flu ED visits pct,2010-08-21,0.01
2025-10-15,wnc,Flu ED visits pct,2010-08-28,0
2025-10-15,wnc,Flu ED visits pct,2010-09-04,0
2025-10-15,wnc,Flu ED visits pct,2010-09-11,0
2025-10-15,wnc,Flu ED visits pct,2010-09-18,0
2025-10-15,wnc,Flu ED visits pct,2010-09-25,0.01
2025-10-15,wnc,Flu ED visits pct,2010-10-02,0.01
2025-10-15,wnc,Flu ED visits pct,2010-10-09,0.04
2025-10-15,wnc,Flu ED visits pct,2010-10-16,0.05
2025-10-15,wnc,Flu ED visits pct,2010-10-23,0.04
2025-10-15,wnc,Flu ED visits pct,2010-10-30,0.06
2025-10-15,wnc,Flu ED visits pct,2010-11-06,0.05
2025-10-15,wnc,Flu ED visits pct,2010-11-13,0.06
2025-10-15,wnc,Flu ED visits pct,2010-11-20,0.07
2025-10-15,wnc,Flu ED visits pct,2010-11-27,0.07
